[22:47:28][HookEngine.c:45 in HookEngine_init] Loading HookEngine in C:\Users\Spl3en\Desktop\vagrantbox\treeofsavior\clienthooks\HooksOfSavior\HooksOfSavior\/NtHookEngine.dll ...
[22:47:28][HookEngine.c:29 in HookEngine_new] HookEngine initialized correctly.
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x00000002 | ItemLv = 000 | ClassName = <NoHat> | itemType = <Equip> | GroupName = <Armor> | classType = <None> | EqpType = <HAT> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_001550$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000196A6 | ItemLv = 65704864 | ClassName = <SWD04_102> | itemType = <Equip> | GroupName = <Weapon> | classType = <Sword> | EqpType = <SH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000119$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001B199 | ItemLv = 000 | ClassName = <DAG01_101> | itemType = <Equip> | GroupName = <SubWeapon> | classType = <Artefact> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000816$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001B19A | ItemLv = 000 | ClassName = <DAG01_102> | itemType = <Equip> | GroupName = <SubWeapon> | classType = <Artefact> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150414_004608$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001B19B | ItemLv = 000 | ClassName = <DAG01_103> | itemType = <Equip> | GroupName = <SubWeapon> | classType = <Artefact> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000819$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001B19C | ItemLv = 000 | ClassName = <DAG01_104> | itemType = <Equip> | GroupName = <SubWeapon> | classType = <Artefact> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150414_004609$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001B19D | ItemLv = 000 | ClassName = <DAG01_105> | itemType = <Equip> | GroupName = <SubWeapon> | classType = <Artefact> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000821$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001B19E | ItemLv = 000 | ClassName = <DAG01_106> | itemType = <Equip> | GroupName = <SubWeapon> | classType = <Artefact> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150414_004610$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001B19F | ItemLv = 000 | ClassName = <DAG01_107> | itemType = <Equip> | GroupName = <SubWeapon> | classType = <Artefact> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150428_004857$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001B1A3 | ItemLv = 000 | ClassName = <SSword_dirkdagger_D> | itemType = <Equip> | GroupName = <SubWeapon> | classType = <Artefact> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000819$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001B1AD | ItemLv = 000 | ClassName = <SSword_maingauche_D> | itemType = <Equip> | GroupName = <SubWeapon> | classType = <Artefact> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000821$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001B1B7 | ItemLv = 000 | ClassName = <SSword_choora_C> | itemType = <Equip> | GroupName = <SubWeapon> | classType = <Artefact> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000825$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001B1C1 | ItemLv = 000 | ClassName = <SSword_peshkabz_C> | itemType = <Equip> | GroupName = <SubWeapon> | classType = <Artefact> | EqpType = <SH> | AttackType = <Aries> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000827$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D90D | ItemLv = 65704864 | ClassName = <TSW01_101> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000121$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D90E | ItemLv = 65704864 | ClassName = <TSW01_102> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000123$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D90F | ItemLv = 65704864 | ClassName = <TSW01_103> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000125$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D910 | ItemLv = 65704864 | ClassName = <TSW01_104> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000127$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D911 | ItemLv = 65704864 | ClassName = <TSW01_105> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000129$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D912 | ItemLv = 65704864 | ClassName = <TSW01_106> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000131$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D913 | ItemLv = 65704864 | ClassName = <TSW01_107> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000133$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D914 | ItemLv = 65704864 | ClassName = <TSW01_108> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000135$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D915 | ItemLv = 65704864 | ClassName = <TSW01_109> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000137$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D916 | ItemLv = 65704864 | ClassName = <TSW01_110> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150401_004272$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D917 | ItemLv = 65704864 | ClassName = <TSW01_111> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000140$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D918 | ItemLv = 65704864 | ClassName = <TSW01_112> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000121$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D919 | ItemLv = 65704864 | ClassName = <TSW01_113> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000142$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D91A | ItemLv = 65704864 | ClassName = <TSW01_114> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000143$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D91B | ItemLv = 65704864 | ClassName = <TSW01_115> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150401_004273$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D91C | ItemLv = 65704864 | ClassName = <TSW01_116> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150401_004274$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D91D | ItemLv = 65704864 | ClassName = <TSW01_117> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150401_004275$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D91E | ItemLv = 65704864 | ClassName = <TSW01_118> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000147$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D91F | ItemLv = 65704864 | ClassName = <TSW01_119> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000148$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D920 | ItemLv = 65704864 | ClassName = <TSW01_120> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000149$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D921 | ItemLv = 65704864 | ClassName = <TSW01_121> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000150$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D922 | ItemLv = 65704864 | ClassName = <TSW01_122> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000151$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D923 | ItemLv = 65704864 | ClassName = <TSW01_123> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000152$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D924 | ItemLv = 65704864 | ClassName = <TSW01_124> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000153$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D925 | ItemLv = 65704864 | ClassName = <TSW01_125> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000154$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D926 | ItemLv = 65704864 | ClassName = <TSW01_126> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000155$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D927 | ItemLv = 65704864 | ClassName = <TSW01_127> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000156$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D928 | ItemLv = 65704864 | ClassName = <TSW01_128> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000157$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001D929 | ItemLv = 65704864 | ClassName = <TSW01_129> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150428_004804$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001DCF5 | ItemLv = 65704864 | ClassName = <TSW02_101> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000158$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001DCF6 | ItemLv = 65704864 | ClassName = <TSW02_102> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000160$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001DCF7 | ItemLv = 65704864 | ClassName = <TSW02_103> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000162$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001DCF8 | ItemLv = 65704864 | ClassName = <TSW02_104> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000164$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001DCF9 | ItemLv = 65704864 | ClassName = <TSW02_105> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000166$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001DCFA | ItemLv = 65704864 | ClassName = <TSW02_106> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000168$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001DCFB | ItemLv = 65704864 | ClassName = <TSW02_107> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000170$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001DCFC | ItemLv = 65704864 | ClassName = <TSW02_108> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000172$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001DCFD | ItemLv = 65704864 | ClassName = <TSW02_109> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000174$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001DCFE | ItemLv = 65704864 | ClassName = <TSW02_110> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000176$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001DCFF | ItemLv = 65704864 | ClassName = <TSW02_111> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000178$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001DD00 | ItemLv = 65704864 | ClassName = <TSW02_112> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000180$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001DD01 | ItemLv = 65704864 | ClassName = <TSW02_113> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000182$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001DD02 | ItemLv = 65704864 | ClassName = <TSW02_114> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150730_005919$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001DD03 | ItemLv = 65704864 | ClassName = <TSW02_115> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000184$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001DD04 | ItemLv = 65704864 | ClassName = <TSW02_116> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000185$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001DD05 | ItemLv = 65704864 | ClassName = <TSW02_117> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000186$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001DD06 | ItemLv = 65704864 | ClassName = <TSW02_118> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000187$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001E0DD | ItemLv = 65704864 | ClassName = <TSW03_101> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000190$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001E0DE | ItemLv = 65704864 | ClassName = <TSW03_102> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000192$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001E0DF | ItemLv = 65704864 | ClassName = <TSW03_103> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Strike> | Attribute = <Melee> | Name = <@dicID_^*$QUEST_20150317_000877$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001E0E0 | ItemLv = 65704864 | ClassName = <TSW03_104> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000196$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001E0E1 | ItemLv = 65704864 | ClassName = <TSW03_105> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000198$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001E0E2 | ItemLv = 65704864 | ClassName = <TSW03_106> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000200$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001E0E3 | ItemLv = 65704864 | ClassName = <TSW03_107> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000202$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001E0E4 | ItemLv = 65704864 | ClassName = <TSW03_108> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150428_004810$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001E0E5 | ItemLv = 65704864 | ClassName = <TSW03_109> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150428_004811$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001E0E6 | ItemLv = 65704864 | ClassName = <TSW03_110> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150428_004812$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0001E4C5 | ItemLv = 65704864 | ClassName = <TSW04_101> | itemType = <Equip> | GroupName = <Weapon> | classType = <THSword> | EqpType = <DH> | AttackType = <Slash> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_000204$*^>
